year,month,region,category,sub_category,product_name,total_sales,total_profit,quantity,actual_sales,forecast_sales,forecast_lower_ci,forecast_upper_ci
2014,1,South,Office Supplies,Binders,3-ring staple pack,5.64,2.7072,3,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.194,-51.5154,1,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,609.98,274.491,2,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,25.47,3,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Office Supplies,Envelopes,Staple envelope,34.7,16.308999999999997,5,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",31.12,0.3112,4,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Office Supplies,Labels,Avery 482,2.89,1.3583,1,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,9.3312,3,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,8.34,2,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,6.54,3.0084,1,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,34.3548,6,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92,0.0,8,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,65.978,5,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,258.696,6,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Technology,Phones,Apple iPhone 5C,699.93,181.9818,7,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Technology,Phones,GE 30524EE4,391.98,113.6742,2,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Technology,Phones,Jabra SPEAK 410,187.98,52.6344,2,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Technology,Phones,Macally Suction Cup Mount,155.35,0.0,13,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,South,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,755.96,204.1092,4,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,-320.597,5,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3.9294,3,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,3.4196,2,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5.79,2,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Furniture,Tables,Balt Split Level Computer Training Table,333.0,-16.65,3,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,6.4864,4,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Office Supplies,Art,4009 Highlighters by Sanford,19.9,6.567,5,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,12.0252,4,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,-23.716,10,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,36.693,5,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,19.6224,4,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,9.2928,2,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Office Supplies,Paper,Xerox 195,40.08,19.2384,6,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Office Supplies,Paper,Xerox 225,19.44,9.3312,3,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,14.3075,1,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,1,West,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,238.653,5,14236.895,14790.550983830712,601.2433990349308,30129.39793888236
2014,2,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,15.2225,1,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,-11.322,5,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,6.9088,4,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,53.2704,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",7.96,-13.93,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Art,Staples in misc. colors,54.208,8.8088,14,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",8.952,-14.7708,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Binders,GBC Plastic Binding Combs,4.428,-6.8634,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,-13.7175,5,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Binders,VariCap6 Expandable Binder,51.9,24.393,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,-1.728,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,4.4344,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Labels,Avery 483,14.94,6.8724,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Labels,Staple-on labels,6.936,2.3409,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",16.176,6.066,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Storage,Akro Stacking Bins,12.624,-2.5248,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2.5984,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,206.316,6,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,Central,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,22.4316,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,East,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,3.4048,4,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,East,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,64.96,9.744,4,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,East,Technology,Accessories,Maxell DVD-RAM Discs,115.36,49.6048,7,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,South,Furniture,Tables,Hon 2111 Invitation Series Corner Table,1256.22,75.3732,6,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,South,Office Supplies,Binders,Surelock Post Binders,18.336,-12.224,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,South,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,8.2062,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,South,Office Supplies,Labels,Avery 480,15.0,7.2,4,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,South,Technology,Accessories,Enermax Aurora Lite Keyboard,234.45,103.158,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,South,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,13.572,5,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,South,Technology,Phones,AT&T CL82213,144.95,42.0355,5,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,South,Technology,Phones,Aastra 57i VoIP phone,161.61,42.0186,1,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,-24.294,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,5.5328,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,81.96,22.9488,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Binders,Avery Durable Poly Binders,13.272,4.3134,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,29.0136,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,6.0368,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,27.248,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,7.209,5,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Fasteners,Staples,12.35,5.8045,5,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,16.0928,4,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,11.1024,4,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776,7.6869,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Paper,Xerox 204,12.96,6.2208,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Paper,Xerox 220,19.44,9.3312,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,4.7724,2,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,2,West,Technology,Accessories,Logitech G600 MMO Gaming Mouse,239.97,86.3892,3,4519.892,5778.650833160926,-8847.504693599405,20705.825804000116
2014,3,Central,Furniture,Chairs,"Global Stack Chair without Arms, Black",127.302,-9.093,7,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Furniture,Chairs,Harbour Creations Steel Folding Chair,362.25,0.0,6,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634.116,-172.1172,6,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,63.552,-34.9536,6,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Furniture,Tables,Bevis Round Conference Room Tables and Bases,376.509,-43.0296,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,890.841,-152.7156,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Furniture,Tables,Hon 94000 Series Round Tables,1184.72,106.6248,4,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,176.772,-459.6072,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,93.78,36.5742,2,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,6.512,2,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Art,Newell 333,4.448,0.3336,2,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Art,Newell 35,19.68,5.7072,6,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,17.2224,6,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,8.134,-13.8278,7,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,53.4,25.098,10,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Envelopes,Airmail Envelopes,335.72,113.3055,5,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Envelopes,Poly String Tie Envelopes,6.12,2.8764,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,18.84,-3.5325,5,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,5.6784,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,10.7424,2,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",47.18,23.59,7,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Paper,Xerox 1963,8.448,2.64,2,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Paper,Xerox 1966,5.184,1.8792,1,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Paper,Xerox 1967,15.552,5.4432,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,-22.6716,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,137.352,8.5845,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,6.465,2,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,79.984,13.9972,2,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,574.91,156.047,2,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,Central,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,251.944,88.1804,7,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,302.45,-199.617,5,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,65.2064,7,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,2.288,5,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Furniture,Tables,Balt Solid Wood Round Tables,1071.576,-553.6476,4,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746,-447.5947,7,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,330.588,-143.2548,1,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",613.908,-122.7816,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,1.2038,2,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,1.5876,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Art,Newell 345,59.52,15.4752,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Art,Peel-Off China Markers,49.65,20.853,5,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,2.94,5,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Binders,Avery Round Ring Poly Binders,0.852,-0.5964,1,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,9.1785,5,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Binders,GBC Wire Binding Combs,49.632,16.7508,6,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,40.872,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Envelopes,Staple envelope,11.36,5.3392,2,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Fasteners,Stockwell Push Pins,10.464,1.7004,6,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Labels,Avery 495,15.12,4.914,3,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
2014,3,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,17.472,5,55691.009,41875.53924753191,26398.12843191637,55226.571839753036
